F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.14
1,1,0,0,0,0,4,0.14
2,3422,10416,0,0,0,4,0.18
3,5747,18374,0,0,0,4,0.18
4,8072,26332,2,1,0,5,0.18
5,10397,34290,4,2,0,5,0.24
6,12722,42248,12,9,0,5,0.24
7,15047,50206,17,13,0,6,0.27
8,17372,58164,75,70,0,6,0.34
9,19697,66122,77,71,0,6,0.38
10,22022,74080,648,641,0,6,0.96
11,24347,82038,653,645,0,6,0.97
12,26672,89996,2038,2029,0,8,2.52
13,28997,97954,2040,2030,0,9,2.55
14,31322,105912,5960,5949,0,12,9.64
15,33647,113870,5964,5952,0,12,9.69
16,35972,121828,16636,12260,0,18,36.37
17,38297,129786,16656,12279,0,19,36.44
18,40622,137744,51853,23918,0,39,165.22
19,42947,145702,51861,23925,0,39,165.33
20,45272,153660,156367,30420,0,49,642.86
21,47597,161618,156372,30424,0,49,642.90
22,49922,169576,443913,47003,0,83,2259.78
23,52247,177534,444020,47109,0,86,2260.27
