F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.40
1,374,1222,39,38,0,4,0.40
2,737,2407,102,100,0,4,0.40
3,2857,10508,457,452,0,4,0.47
4,6670,25821,953,944,0,5,0.61
5,11405,45339,2108,2088,0,6,0.92
6,16540,66522,4223,4187,0,6,1.73
7,21825,88342,8237,8193,0,8,3.81
8,27278,111218,13517,11486,0,9,6.61
9,33091,135709,19823,12604,0,10,10.05
10,38998,160891,26204,15758,0,12,14.28
11,45076,186760,34121,16107,1,12,20.97
12,51278,213240,43432,21078,1,17,26.70
13,57508,239938,53521,21254,1,19,34.66
14,63738,266679,65960,28133,1,21,47.57
15,69971,293510,79705,30261,1,21,59.36
16,76204,320339,94954,34961,1,24,77.04
17,82439,347184,112687,38165,1,25,96.25
18,88683,374055,132645,41433,1,27,116.27
19,94931,400945,151252,44000,1,28,137.31
20,101180,427847,173117,48336,1,35,169.12
21,107429,454755,217290,55169,1,38,255.55
22,113678,481664,243070,60247,1,39,294.56
23,119927,508573,272910,63964,1,41,346.99
24,126176,535482,335273,64045,1,42,485.58
25,132425,562391,414019,82758,1,47,681.91
26,138674,589300,518412,93851,1,50,979.95
27,144923,616209,618090,103336,1,53,1284.89
28,151172,643118,701290,108892,1,53,1533.62
29,157421,670027,874048,123243,1,57,2111.64
30,163670,696936,1026159,122254,1,58,2649.60
31,169919,723845,1109312,133527,1,63,3033.66
32,176168,750754,1261467,138033,1,63,3362.30
33,182417,777663,1386394,143880,1,64,3451.77
