F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.01
1,1,0,0,0,0,4,0.01
2,1,0,0,0,0,4,0.01
3,1,0,0,0,0,4,0.01
4,38,89,0,0,0,4,0.01
5,67,179,0,0,0,4,0.01
6,104,294,0,0,0,4,0.01
7,543,1734,7,6,0,4,0.01
8,964,3194,53,49,0,4,0.01
9,1444,4943,553,546,0,4,0.02
10,2055,7272,1483,1475,0,4,0.03
11,2740,9941,3529,3519,0,4,0.07
12,3441,12675,9030,9018,0,6,0.22
13,4142,15409,21388,14229,0,6,0.72
14,4843,18143,51047,23243,0,8,2.62
15,5801,21884,118284,33873,0,10,6.99
16,6578,24938,213411,41571,0,12,15.65
17,7358,28005,461159,58583,0,15,43.59
18,8139,31084,1058240,63309,0,17,124.94
19,8920,34163,3410843,112818,0,30,553.77
20,10091,38772,9603003,215830,0,64,2097.83
