F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.10
1,1,0,0,0,0,4,0.10
2,1,0,0,0,1,4,0.10
3,1,0,0,0,1,4,0.10
4,1,0,0,0,1,4,0.10
5,1,0,0,0,1,4,0.10
6,1,0,0,0,2,4,0.10
7,1,0,0,0,2,4,0.10
8,1,0,0,0,2,4,0.10
9,1,0,0,0,2,4,0.10
10,1,0,0,0,3,4,0.10
11,1,0,0,0,3,4,0.10
12,1,0,0,0,3,4,0.10
13,1,0,0,0,3,4,0.10
14,1459,5449,142,89,3,4,0.11
15,1781,5973,142,89,4,4,0.11
16,3237,11422,300,192,4,4,0.11
17,3559,11946,300,192,4,4,0.11
18,5084,17783,441,332,4,4,0.12
19,5405,18307,441,332,5,4,0.12
20,8111,29631,4084783,101068,5,29,172.92
21,8432,30155,4084783,101068,5,29,172.92
22,11137,41475,8944289,173098,5,49,451.44
23,11458,41999,8944289,173098,5,49,451.45
24,14163,53319,13108580,286581,6,78,688.68
25,14484,53843,13108580,286581,6,78,688.69
26,17189,65163,16718286,357517,6,97,900.73
27,17510,65687,16718286,357517,6,97,900.73
28,20215,77007,20815616,511387,7,138,1146.37
29,20536,77531,20815616,511387,7,138,1146.37
30,23241,88851,25013560,335412,7,128,1426.19
31,23562,89375,25013560,335412,7,128,1426.19
32,26267,100695,28642960,563962,8,188,1982.52
33,26588,101219,28642960,563962,8,188,1982.52
34,29293,112539,31619740,420947,8,163,2363.95
35,29614,113063,31619740,420947,8,163,2363.96
36,32319,124383,34996026,490227,8,183,2717.84
37,32640,124907,34996026,490227,9,183,2717.84
38,35345,136227,37809227,667725,9,230,2990.99
39,35666,136751,37809227,667725,9,230,2991.00
40,38371,148071,41714232,709720,9,245,3343.91
41,38692,148595,41714232,709720,10,245,3343.91
