F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,1,4,0.10
1,1,0,0,0,1,4,0.10
2,1,0,0,0,2,4,0.10
3,1,0,0,0,2,4,0.10
4,5,2,0,0,3,4,0.10
5,6,2,0,0,3,4,0.10
6,153,516,0,0,4,4,0.11
7,551,1624,0,0,4,4,0.11
8,1016,3111,94,93,5,4,0.11
9,1165,3529,94,93,5,4,0.11
10,1840,5516,752,750,6,4,0.12
11,2041,6032,752,750,6,4,0.12
12,2977,8683,2220,2217,7,4,0.15
13,3672,10392,2220,2217,7,4,0.15
14,5161,14793,4186,4182,8,5,0.19
15,5877,16896,4186,4182,8,5,0.20
16,8609,25259,8104,8099,9,6,0.31
17,9610,28407,8104,8099,9,6,0.31
18,17839,54380,15671,11233,10,7,0.58
19,18968,58030,15671,11233,10,7,0.59
20,30789,97436,41384,18397,11,10,1.85
21,32260,102348,41384,18397,11,11,1.86
22,48552,158373,119711,20832,12,13,10.26
23,50094,163415,119711,20832,12,16,10.27
24,72641,241255,379545,46767,13,27,40.40
25,74433,247124,379545,46767,13,27,40.41
26,103301,349133,868219,70234,14,42,143.01
27,105380,356122,868219,70234,14,42,143.02
28,142273,485869,1525958,95708,15,52,404.34
29,144578,493724,1525958,95708,15,52,404.36
30,187198,646953,2465463,71157,16,54,781.11
31,189699,655386,2465463,71157,16,54,781.12
32,233510,811320,3018061,138858,17,81,1029.24
33,236201,820496,3018061,138858,17,82,1029.25
34,282040,982300,4412971,87326,18,82,1617.66
35,284955,992237,4412971,87326,18,82,1617.68
36,333063,1159248,5126282,111793,19,95,2016.21
37,336186,1169407,5126282,111793,19,95,2016.22
38,386564,1344277,6632725,165551,20,112,2861.14
39,389901,1354818,6632725,165551,20,112,2861.16
40,441706,1531548,7397036,186551,21,144,3443.28
41,445257,1542798,7397036,186551,21,144,3443.30
