F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.15
1,1,0,0,0,1,4,0.15
2,1,0,0,0,1,4,0.15
3,1,0,0,0,1,4,0.15
4,1,0,0,0,1,4,0.15
5,1,0,0,0,2,4,0.15
6,1,0,0,0,2,4,0.15
7,1,0,0,0,2,4,0.16
8,1,0,0,0,2,4,0.16
9,1,0,0,0,3,4,0.16
10,1,0,0,0,3,4,0.17
11,10654,37635,37,35,3,5,0.19
12,10654,37635,37,35,3,5,0.19
13,18425,66950,704,700,4,6,0.22
14,18425,66950,704,700,4,6,0.23
15,29134,108827,2107,2100,4,8,0.30
16,29134,108827,2107,2100,4,8,0.30
17,41599,158009,9071,9057,5,11,0.72
18,41599,158009,9071,9057,5,11,0.73
19,67945,264077,23686,13795,5,17,2.27
20,67945,264077,23686,13795,5,17,2.28
21,116412,467045,51600,22286,6,31,7.40
22,116412,467045,51600,22286,6,31,7.41
23,163923,668462,110287,35975,6,42,23.02
24,163923,668462,110287,35975,7,42,23.02
25,220281,913299,192450,48028,7,64,47.99
26,220281,913299,192450,48028,7,64,47.99
27,277098,1161059,302582,65491,7,76,94.83
28,277098,1161059,302582,65491,8,76,94.84
29,336684,1421472,414050,78616,8,89,139.28
30,336684,1421472,414050,78616,8,89,139.28
31,397360,1686666,672087,103192,8,103,302.11
32,397360,1686666,672087,103192,9,103,302.12
33,458529,1954065,986761,131300,9,141,502.75
34,458529,1954065,986761,131300,9,141,502.75
35,519094,2219026,1752454,159955,9,156,1119.73
36,519094,2219026,1752454,159955,10,156,1119.73
37,579396,2482925,2563478,227000,10,187,1777.98
38,579396,2482925,2563478,227000,10,187,1777.99
39,640444,2749928,4159456,293904,10,218,3202.27
40,640444,2749928,4159456,293904,11,218,3202.28
