F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,1,4,0.11
1,1,0,0,0,1,4,0.11
2,1,0,0,0,2,4,0.11
3,1,0,0,0,2,4,0.11
4,5,2,0,0,3,4,0.11
5,6,2,0,0,3,4,0.11
6,153,516,0,0,4,4,0.11
7,551,1624,0,0,4,4,0.11
8,1016,3111,94,93,5,4,0.11
9,1165,3529,94,93,5,4,0.11
10,1840,5516,752,750,6,4,0.12
11,2041,6032,752,750,6,4,0.12
12,2977,8683,2220,2217,7,4,0.15
13,3672,10392,2220,2217,7,4,0.16
14,5161,14793,4186,4182,8,5,0.20
15,5877,16896,4186,4182,8,5,0.21
16,8609,25259,8104,8099,9,6,0.35
17,9610,28407,8104,8099,9,6,0.36
18,17839,54380,15671,11233,10,7,0.76
19,18968,58030,15671,11233,10,7,0.77
20,30789,97436,41384,18397,11,10,2.40
21,32260,102348,41384,18397,11,11,2.41
22,48552,158373,119711,20832,12,13,9.85
23,50094,163415,119711,20832,12,16,9.86
24,72641,241255,379545,46767,13,27,38.81
25,74433,247124,379545,46767,13,27,38.82
26,103301,349133,868219,70234,14,42,152.27
27,105380,356122,868219,70234,14,42,152.28
28,142273,485869,1525958,95708,15,52,444.59
29,144578,493724,1525958,95708,15,52,444.61
30,187198,646953,2465463,71157,16,54,891.51
31,189699,655386,2465463,71157,16,54,891.53
32,233510,811320,3018061,138858,17,81,1202.59
33,236201,820496,3018061,138858,17,82,1202.61
34,282040,982300,4412971,87326,18,82,1884.13
35,284955,992237,4412971,87326,18,82,1884.15
36,333063,1159248,5126282,111793,19,95,2345.76
37,336186,1169407,5126282,111793,19,95,2345.77
38,386564,1344277,6632725,165551,20,112,3335.40
39,389901,1354818,6632725,165551,20,112,3335.42
40,441706,1531548,6988727,207503,21,154,3600.07
