F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.01
1,1,0,0,0,0,4,0.01
2,3422,10416,0,0,0,4,0.01
3,5747,18374,0,0,0,4,0.02
4,8072,26332,2,1,0,5,0.02
5,10397,34290,4,2,0,5,0.02
6,12722,42248,12,9,0,5,0.02
7,15047,50206,17,13,0,6,0.02
8,17372,58164,75,70,0,6,0.03
9,19697,66122,77,71,0,6,0.03
10,22022,74080,648,641,0,6,0.06
11,24347,82038,653,645,0,6,0.07
12,26672,89996,2038,2029,0,8,0.16
13,28997,97954,2040,2030,0,9,0.17
14,31322,105912,5960,5949,0,12,0.60
15,33647,113870,5964,5952,0,12,0.61
16,35972,121828,16636,12260,0,18,2.37
17,38297,129786,16656,12279,0,19,2.38
18,40622,137744,51853,23918,0,39,10.77
19,42947,145702,51861,23925,0,39,10.78
20,45272,153660,156367,30420,0,49,46.14
21,47597,161618,156372,30424,0,49,46.15
22,49922,169576,443913,47003,0,83,161.23
23,52247,177534,444020,47109,0,86,161.26
24,54572,185492,1427549,65264,0,134,706.31
25,56897,193450,1427554,65268,0,134,706.32
26,59222,201408,3403755,91124,0,199,1962.85
27,61547,209366,3403805,91173,0,199,1962.90
28,63872,217324,5923072,130201,0,264,3600.02
