F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.04
1,1,0,0,0,0,4,0.04
2,10904,29412,0,0,0,5,0.05
3,19521,57720,0,0,0,6,0.05
4,26357,78184,0,0,0,6,0.06
5,35325,107839,0,0,0,8,0.07
6,42302,128879,0,0,0,9,0.07
7,51435,159252,0,0,0,12,0.08
8,58412,180292,0,0,1,13,0.09
9,67571,210783,0,0,1,15,0.10
10,74548,231823,0,0,1,15,0.10
11,83727,262426,0,0,1,17,0.12
12,90704,283466,0,0,1,17,0.13
13,99879,314065,0,0,1,18,0.14
14,106856,335105,0,0,1,25,0.15
15,116031,365704,0,0,1,25,0.16
16,123008,386744,0,0,1,27,0.17
17,132183,417343,0,0,1,28,0.18
18,139160,438383,0,0,1,28,0.19
19,148335,468982,0,0,1,30,0.20
20,155312,490022,0,0,1,30,0.21
21,164487,520621,0,0,1,32,0.22
22,171464,541661,0,0,1,33,0.22
23,180639,572260,0,0,1,33,0.25
24,187616,593300,0,0,1,35,0.26
25,196791,623899,0,0,1,36,0.27
26,203768,644939,0,0,2,47,0.28
27,212943,675538,0,0,2,49,0.30
28,219920,696578,0,0,2,49,0.31
29,229095,727177,0,0,2,50,0.33
30,236072,748217,0,0,2,51,0.34
31,245247,778816,0,0,2,52,0.36
32,252224,799856,0,0,2,53,0.37
33,261399,830455,0,0,2,55,0.39
34,268376,851495,0,0,2,55,0.40
35,277551,882094,0,0,2,57,0.41
36,284528,903134,0,0,2,57,0.42
37,293703,933733,0,0,2,58,0.44
38,300680,954773,0,0,2,60,0.45
39,309855,985372,0,0,2,60,0.48
40,316832,1006412,0,0,2,61,0.49
41,326007,1037011,0,0,2,63,0.51
42,332984,1058051,0,0,2,63,0.52
43,342159,1088650,0,0,2,64,0.55
44,349136,1109690,0,0,3,65,0.56
45,358311,1140289,25,24,3,66,0.61
46,365288,1161329,25,24,3,67,0.62
47,374463,1191928,333,331,3,68,1.19
48,381440,1212968,333,331,3,69,1.20
49,390615,1243567,1078,1074,3,71,1.45
50,397592,1264607,1078,1074,3,71,1.46
51,406767,1295206,3209,3199,3,95,2.52
52,413744,1316246,3209,3199,3,95,2.53
53,422919,1346845,9014,8998,3,102,5.75
54,429896,1367885,9014,8998,3,104,5.77
55,439071,1398484,19731,12609,3,108,12.61
56,446048,1419524,19731,12609,3,110,12.65
57,455223,1450123,52368,25107,3,127,38.02
58,462200,1471163,52368,25107,3,127,38.04
59,471375,1501762,148647,39138,3,143,129.90
60,478352,1522802,148647,39138,3,144,129.91
61,487527,1553401,348323,50817,3,157,347.16
62,494504,1574441,348323,50817,4,159,347.17
63,503679,1605040,977369,69866,4,181,1075.00
64,510656,1626080,977369,69866,4,183,1075.01
65,519831,1656679,1541505,69882,4,180,1732.59
66,526808,1677719,1541505,69882,4,180,1732.61
67,535983,1708318,2908546,95539,4,224,3600.33
