F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.01
1,1,0,0,0,0,4,0.01
2,1,0,0,0,0,4,0.01
3,1,0,0,0,0,4,0.01
4,116,340,3,2,0,4,0.01
5,226,727,18,16,0,4,0.01
6,341,1129,59,56,0,4,0.01
7,714,2383,121,115,0,4,0.01
8,1178,4015,1138,1131,0,4,0.02
9,1704,5962,3273,3265,0,4,0.05
10,2318,8310,9213,9204,0,6,0.22
11,3003,10990,23521,13082,0,6,0.83
12,3951,14646,60879,24594,0,8,2.80
13,4677,17472,119436,35826,0,10,6.20
14,5401,20303,234583,44159,0,11,15.49
15,6369,24043,521629,51935,0,13,45.85
16,7146,27088,1057244,93532,0,22,109.48
17,8175,31144,2156174,132564,0,30,296.55
18,8998,34342,4919899,185202,0,46,895.78
19,9820,37580,11126656,279227,0,71,2924.79
20,10985,42158,12973888,298380,0,106,3600.05
