F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.06
1,1,0,0,0,0,4,0.06
2,1,0,0,0,0,4,0.06
3,31,38,0,0,1,4,0.06
4,83,196,0,0,1,4,0.06
5,185,540,13,12,1,4,0.06
6,247,734,13,12,1,4,0.06
7,411,1328,125,121,1,4,0.07
8,489,1592,125,121,1,4,0.07
9,716,2421,661,649,2,4,0.08
10,796,2622,661,649,2,4,0.08
11,1024,3269,3448,3434,2,4,0.13
12,1114,3549,3448,3434,2,4,0.13
13,1590,4463,10561,7477,2,6,0.35
14,1729,4761,10561,7477,2,6,0.36
15,2172,5796,26459,14977,2,8,1.04
16,2347,6209,26459,14977,3,8,1.04
17,2862,7817,80572,23123,3,10,3.07
18,3093,8400,80572,23123,3,10,3.08
19,3736,10295,198122,41413,3,16,9.82
20,4068,10998,198122,41413,3,16,9.82
21,4973,13286,698088,70264,3,28,46.70
22,5499,14213,698088,70264,3,28,46.70
23,6900,17171,2439633,126650,4,53,242.69
24,7798,18539,2439633,126650,4,53,242.69
25,10221,22862,14170209,205839,4,97,2767.57
26,11848,25085,14170209,205839,4,97,2767.57
27,16300,32308,17353216,282512,4,165,3600.02
