F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.02
1,1,0,0,0,0,0,0.02
2,1,0,0,0,0,0,0.02
3,1,0,0,0,0,0,0.02
4,1,0,0,0,0,0,0.02
5,1,0,0,0,0,0,0.02
6,2611,7435,2,1,0,0,0.02
7,5188,17474,283,279,0,0,0.04
8,8029,29482,1585,1576,0,0,0.14
9,10870,41750,6406,5413,0,0,0.57
10,13711,54018,21284,12473,0,0,1.87
11,16552,66286,63713,25113,0,0,6.33
12,19393,78554,167062,27440,0,0,20.34
13,22234,90822,429965,83370,0,0,59.22
14,25075,103090,1079684,110515,0,0,159.13
15,27916,115358,2690627,140470,0,0,485.83
16,30757,127626,6113716,228532,0,0,1350.40
17,33598,139894,12017155,461993,0,0,2880.83
