F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.01
1,1,0,0,0,0,0,0.01
2,1,0,0,0,0,0,0.01
3,1,0,0,0,0,0,0.01
4,116,340,2,0,0,0,0.01
5,226,727,19,14,0,0,0.01
6,341,1129,66,51,0,0,0.01
7,714,2383,167,135,0,0,0.02
8,1178,4015,1133,1030,0,0,0.03
9,1704,5962,4075,2868,0,0,0.08
10,2318,8310,10841,6527,0,0,0.24
11,3003,10990,25629,9107,0,0,0.74
12,3951,14646,54506,15505,0,0,2.07
13,4677,17486,104344,31784,0,0,4.37
14,5401,20320,208891,40757,0,0,11.42
15,6369,24066,428360,81308,0,0,28.83
16,7146,27087,784054,77444,0,0,62.30
17,8175,31125,1426231,152531,0,0,145.02
18,8998,34313,2586545,150142,0,0,323.92
19,9820,37549,4864509,295322,0,0,750.58
20,10985,42128,9868183,413574,0,0,1942.99
