F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.02
1,1,0,0,0,0,0,0.02
2,1,0,0,0,0,0,0.02
3,1,0,0,0,0,0,0.02
4,1,0,0,0,0,0,0.02
5,1,0,0,0,0,0,0.02
6,1,0,0,0,0,0,0.02
7,1,0,0,0,0,0,0.02
8,1,0,0,0,0,0,0.02
9,1,0,0,0,0,0,0.02
10,1,0,0,0,0,0,0.02
11,1,0,0,0,0,0,0.02
12,119,312,1,0,0,0,0.02
13,165,461,2,0,0,0,0.02
14,232,669,3,0,0,0,0.02
15,281,837,4,0,0,0,0.02
16,364,1155,45,31,0,0,0.02
17,447,1459,190,160,0,0,0.02
18,537,1797,380,298,1,0,0.02
19,627,2139,615,437,1,0,0.02
20,722,2502,907,621,1,0,0.03
21,817,2870,1239,842,1,0,0.03
22,917,3266,1569,1137,1,0,0.03
23,1017,3662,1966,1531,1,0,0.03
24,1213,4393,2429,1107,1,0,0.04
25,1370,4998,2970,1536,1,0,0.04
26,1546,5662,3732,2068,1,0,0.05
27,1725,6362,4392,2480,1,0,0.05
28,1916,7109,5289,2899,1,0,0.06
29,2107,7859,6221,3470,1,0,0.07
30,2309,8647,7208,4066,1,0,0.08
31,2511,9446,8617,2874,1,0,0.10
32,2726,10289,9453,3706,1,0,0.11
33,2941,11140,10584,4337,1,0,0.12
34,3166,12025,11716,5215,1,0,0.13
35,3391,12918,13235,6227,1,0,0.15
36,3628,13847,14629,7617,1,0,0.16
37,3865,14786,17094,8857,1,0,0.20
38,4110,15746,18397,9618,1,0,0.21
39,4355,16716,20773,7165,1,0,0.24
40,4612,17727,22899,8806,1,0,0.26
41,4869,18746,24510,9798,1,0,0.28
42,5138,19801,26404,11231,1,0,0.30
43,5407,20864,27685,12510,1,0,0.31
44,5686,21959,30255,13935,1,0,0.34
45,5965,23062,33147,16490,1,0,0.37
46,6254,24197,35925,10878,1,0,0.41
47,6543,25340,39223,13824,1,0,0.45
48,6844,26519,40702,15299,1,0,0.47
49,7145,27706,42902,16321,1,0,0.51
50,7456,28925,46427,19318,1,0,0.57
51,7767,30152,48283,21169,1,0,0.61
52,8086,31405,51012,22847,1,0,0.67
53,8405,32668,53948,25214,1,0,0.73
54,8736,33967,56079,16011,1,0,0.78
55,9067,35274,59207,18932,1,0,0.85
56,9408,36613,63124,22513,2,0,0.96
57,9749,37960,65189,23814,2,0,1.03
58,10100,39339,68515,26582,2,0,1.12
59,10451,40726,72790,29917,2,0,1.23
60,10810,42141,75776,32348,2,0,1.32
61,12987,50638,79581,35563,2,0,1.42
62,13480,52547,83522,24919,2,0,1.52
63,14580,56653,88670,29111,2,0,1.67
64,15164,58972,92557,31575,2,0,1.80
65,15756,61349,96247,34068,2,0,1.90
66,16387,63902,100219,36823,2,0,2.00
67,68099,271389,104046,39897,2,0,2.20
68,69851,278496,108073,42933,2,0,2.42
69,72489,288629,118459,36606,2,0,3.10
70,74931,298296,333179,77030,2,0,85.93
71,77688,309423,1387228,184772,2,0,537.71
72,80233,319641,5970965,346750,2,0,2120.02
