F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.01
1,1,0,0,0,0,0,0.01
2,1,0,0,0,0,0,0.01
3,1,0,0,0,0,0,0.01
4,38,89,1,0,0,0,0.01
5,67,179,2,0,0,0,0.01
6,104,294,3,0,0,0,0.01
7,543,1734,9,2,0,0,0.01
8,964,3194,99,89,0,0,0.02
9,1444,4943,538,477,0,0,0.02
10,2055,7272,1728,1518,0,0,0.04
11,2740,9941,4289,3030,0,0,0.10
12,3441,12675,11228,6972,0,0,0.33
13,4142,15409,28797,12019,0,0,1.15
14,4843,18143,56635,16612,0,0,2.50
15,5801,21884,111245,38928,0,0,6.31
16,6578,24938,219754,51515,0,0,16.12
17,7358,28004,425462,77628,0,0,36.21
18,8139,31083,853021,84795,0,0,85.99
19,8920,34162,1866327,153722,0,0,219.84
20,10091,38771,5013699,289100,0,0,788.56
21,10963,42228,14104759,505562,0,0,3016.77
