F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,1,4,0.16
1,1,0,0,0,1,4,0.16
2,1,0,0,0,2,4,0.16
3,1,0,0,0,2,4,0.16
4,6,4,0,0,3,4,0.16
5,7,4,0,0,3,4,0.16
6,155,520,0,0,4,4,0.16
7,553,1628,0,0,4,4,0.16
8,1019,3117,168,166,5,4,0.17
9,1168,3535,168,166,5,4,0.17
10,1844,5524,733,729,6,4,0.18
11,2045,6040,733,729,6,4,0.18
12,2982,8693,2008,2002,7,4,0.22
13,3675,10402,2008,2002,7,4,0.22
14,5165,14805,4649,4641,8,5,0.30
15,5880,16906,4649,4641,8,5,0.31
16,8613,25271,9502,9492,9,6,0.50
17,9613,28417,9502,9492,9,6,0.51
18,17837,54390,19911,12764,10,7,1.11
19,18965,58039,19911,12764,10,8,1.12
20,30789,97450,58690,19328,11,10,3.95
21,32258,102363,58690,19328,11,11,3.96
22,48556,158393,176921,30900,12,16,13.49
23,50094,163423,176921,30900,12,18,13.50
24,72564,240957,463411,49780,13,27,61.15
25,74352,246801,463411,49780,13,27,61.16
26,103192,348730,1094256,66038,14,41,207.97
27,105263,355700,1094256,66038,14,41,207.98
28,142166,485165,2841509,86691,15,54,605.39
29,144466,493001,2841509,86691,15,54,605.40
30,187097,643913,4934150,121356,16,69,1328.40
31,189590,652379,4934150,121356,16,70,1328.41
32,233413,808412,6016126,82919,17,81,1816.63
33,236097,817655,6016126,82919,17,81,1816.65
34,281947,979059,7952371,109877,18,94,2731.49
35,284854,988984,7952371,109877,18,94,2731.50
