F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.01
1,1,0,0,0,0,4,0.01
2,1,0,0,0,0,4,0.01
3,1,0,0,0,0,4,0.01
4,39,91,0,0,0,4,0.01
5,69,183,0,0,0,4,0.01
6,107,300,0,0,0,4,0.01
7,547,1742,7,5,0,4,0.02
8,969,3204,46,40,0,4,0.02
9,1450,4955,433,423,0,4,0.02
10,2062,7286,1453,1441,0,4,0.04
11,2748,9957,4933,4919,0,4,0.14
12,3450,12693,12466,10476,0,6,0.45
13,4152,15429,26869,16447,0,7,1.29
14,4854,18165,65158,19797,0,7,3.63
15,5813,21908,143186,40918,0,11,9.72
16,6591,24964,284968,53861,0,14,24.14
17,7372,28027,562438,60740,0,16,64.04
18,8154,31098,1651858,81648,0,22,253.47
19,8936,34179,4522285,153124,0,42,941.50
