F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.02
1,1,0,0,0,0,4,0.02
2,1,0,0,0,0,4,0.02
3,1,0,0,0,0,4,0.02
4,1,0,0,0,0,4,0.02
5,1,0,0,0,0,4,0.02
6,1,0,0,0,0,4,0.02
7,1,0,0,0,0,4,0.02
8,1,0,0,0,0,4,0.02
9,1,0,0,0,0,4,0.02
10,1130,1706,0,0,0,4,0.02
11,1687,3237,17,15,0,4,0.02
12,2298,5257,32,26,0,4,0.02
13,2941,7370,37,30,0,4,0.03
14,3661,9898,40,32,0,4,0.03
15,4461,12605,43,34,0,4,0.03
16,5332,15720,46,36,0,4,0.03
17,6339,19098,49,38,0,4,0.03
18,7482,23280,52,40,0,5,0.03
19,8893,28000,55,42,0,5,0.03
20,11123,35114,58,44,0,5,0.03
21,13358,43637,61,46,0,6,0.04
22,16130,54381,64,48,0,6,0.04
23,18902,65390,67,50,0,6,0.04
24,21679,76419,401,375,1,6,0.06
25,24478,87514,427,400,1,7,0.06
26,27289,98629,663,633,1,8,0.08
27,30103,109827,692,661,1,8,0.09
28,32917,121035,730,696,1,9,0.11
29,35731,132243,755,720,1,9,0.11
30,38545,143451,801,765,1,9,0.14
31,41368,154682,825,788,1,10,0.14
32,44192,165931,1078,1038,1,10,0.19
33,47016,177181,1129,1088,1,11,0.21
34,49840,188431,1313,1271,1,12,0.28
35,52664,199681,1410,1360,1,15,0.34
36,55488,210924,1473,1420,1,15,0.42
37,58312,222170,1529,1475,1,16,0.49
38,61136,233419,1584,1527,1,16,0.55
39,63960,244668,1646,1585,1,16,0.63
40,66784,255918,1971,1909,1,16,0.72
41,69608,267168,2050,1987,1,17,0.75
42,72432,278418,2259,2194,1,18,0.95
43,75256,289668,2343,2274,1,18,1.14
44,78080,300918,2442,2369,1,19,1.38
45,80904,312167,2548,2469,1,19,1.70
46,83728,323409,2633,2551,1,19,1.98
47,86552,334659,2721,2635,1,20,2.26
48,89376,345907,3018,2931,1,21,2.46
49,92200,357153,3117,3025,1,21,2.63
50,95024,368403,3340,3247,1,22,2.79
51,97848,379653,3412,3318,1,22,2.81
52,100672,390903,3520,3418,1,28,3.05
53,103496,402152,3623,3519,1,29,3.31
54,106320,413402,3731,3624,1,29,3.71
55,109144,424650,3841,3728,1,29,3.95
56,111968,435895,4145,4029,1,29,4.37
57,114792,447118,4232,4115,1,30,4.41
58,117616,458353,4537,4408,1,30,4.76
59,120440,469582,4657,4522,1,30,5.20
60,123264,480832,4821,4679,1,32,5.80
61,126088,492008,4955,4801,1,32,6.25
62,128912,503237,5077,4920,1,32,6.84
63,131736,514485,5201,5034,1,33,7.23
64,134560,525728,5553,5381,1,33,7.76
65,137384,536973,5722,5543,1,34,8.33
66,140208,548222,5999,5819,1,35,9.05
