F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,4,0.02
1,311,955,51,49,0,4,0.02
2,595,1850,120,115,0,4,0.03
3,2735,9852,419,410,0,4,0.03
4,6516,24884,1480,1463,0,5,0.04
5,11137,43553,3830,3804,0,6,0.07
6,16176,64039,7856,7820,0,6,0.14
7,21404,85436,14230,9797,0,9,0.31
8,26790,107738,21218,13997,0,9,0.46
9,32435,131257,29840,15907,0,10,0.68
10,38204,155425,41438,19247,0,12,1.16
11,44123,180268,57764,26338,0,13,1.86
12,50097,205538,70257,23963,0,18,2.51
13,56094,230974,86613,33972,0,19,3.46
14,62091,256457,106169,34222,0,21,4.57
15,68091,281970,127107,37469,0,22,6.38
16,74091,307474,151989,45716,1,25,8.84
17,80093,332999,179043,47085,1,25,10.96
18,86104,358547,203684,53543,1,29,12.69
19,92121,384118,242565,57824,1,30,16.78
20,98139,409704,272542,65496,1,32,19.22
21,104157,435296,322353,61336,1,38,24.04
22,110175,460889,396604,76232,1,41,35.50
23,116193,486482,463972,84956,1,43,46.15
24,122211,512075,520729,93638,1,46,53.69
25,128229,537668,647288,103105,1,49,75.39
26,134247,563261,726870,109329,1,51,89.18
27,140265,588854,846625,108686,1,51,110.41
28,146283,614447,942182,114676,1,53,128.96
29,152301,640040,1103575,134087,1,58,165.08
30,158319,665633,1216284,146483,1,62,193.25
31,164337,691226,1390844,164272,1,66,240.68
32,170355,716819,1549259,169789,1,69,283.31
33,176373,742412,1749934,167244,1,68,347.30
34,182391,768005,2135168,193611,1,82,461.05
35,188409,793598,2452078,192082,1,74,558.62
36,194427,819191,2687439,228748,1,84,628.14
37,200445,844784,3074483,217834,1,91,751.44
38,206463,870377,3452830,259320,1,101,870.18
39,212481,895970,3805565,276436,1,109,999.06
40,218499,921563,4297173,279058,1,113,1162.21
41,224517,947156,4830918,263265,1,102,1366.18
42,230535,972749,5573652,304401,1,112,1642.74
43,236553,998342,6645365,316643,1,112,2008.47
44,242571,1023935,7710619,372583,1,127,2447.69
45,248589,1049528,8880102,426600,1,144,2929.28
46,254607,1075121,10296776,452922,1,151,3534.96
