F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,1,4,0.15
1,1,0,0,0,1,4,0.15
2,1,0,0,0,2,4,0.15
3,1,0,0,0,2,4,0.15
4,6,4,0,0,3,4,0.15
5,7,4,0,0,3,4,0.15
6,155,520,0,0,4,4,0.15
7,553,1628,0,0,4,4,0.15
8,1019,3117,168,166,5,4,0.15
9,1168,3535,168,166,5,4,0.16
10,1844,5524,733,729,6,4,0.17
11,2045,6040,733,729,6,4,0.17
12,2982,8693,2008,2002,7,4,0.20
13,3675,10402,2008,2002,7,4,0.21
14,5165,14805,4649,4641,8,5,0.28
15,5880,16906,4649,4641,8,5,0.29
16,8613,25271,9502,9492,9,6,0.47
17,9613,28417,9502,9492,9,6,0.48
18,17837,54390,19911,12764,10,7,1.04
19,18965,58039,19911,12764,10,8,1.06
20,30789,97450,58690,19328,11,10,4.08
21,32258,102363,58690,19328,11,11,4.10
22,48556,158393,176921,30900,12,16,15.65
23,50094,163423,176921,30900,12,18,15.67
24,72564,240957,463411,49780,13,27,63.16
25,74352,246801,463411,49780,13,27,63.17
26,103192,348730,1094256,66038,14,41,209.41
27,105263,355700,1094256,66038,14,41,209.42
28,142166,485165,2841509,86691,15,54,625.48
29,144466,493001,2841509,86691,15,54,625.49
30,187097,643913,4934150,121356,16,69,1384.46
31,189590,652379,4934150,121356,16,70,1384.47
32,233413,808412,6016126,82919,17,81,1864.43
33,236097,817655,6016126,82919,17,81,1864.44
34,281947,979059,7952371,109877,18,94,2717.45
35,284854,988984,7952371,109877,18,94,2717.46
