F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.01
1,1,0,0,0,0,0,0.01
2,1,0,0,0,0,0,0.01
3,1,0,0,0,0,0,0.01
4,38,87,1,0,0,0,0.01
5,67,175,2,0,0,0,0.01
6,104,288,3,0,0,0,0.01
7,543,1726,9,5,0,0,0.01
8,964,3140,85,78,0,0,0.01
9,1444,4854,494,485,0,0,0.02
10,2055,7169,1373,1362,0,0,0.03
11,2740,9836,3099,3087,0,0,0.07
12,3441,12568,9833,3717,0,0,0.32
13,4142,15279,25043,10170,0,0,1.05
14,4843,18011,50664,18910,0,0,2.64
15,5801,21714,108002,27571,0,0,7.10
16,6578,24766,211706,49049,0,0,15.92
17,7358,27831,428719,56941,0,0,38.97
18,8139,30691,908934,93536,0,0,105.56
19,8920,33698,2054275,104200,0,0,307.34
20,10091,38088,5287014,201365,0,0,1084.82
