F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.03
1,1,0,0,0,0,0,0.03
2,1,0,0,0,0,0,0.03
3,1,0,0,0,0,0,0.03
4,1,0,0,0,0,0,0.03
5,1,0,0,0,0,0,0.03
6,1,0,0,0,0,0,0.03
7,1,0,0,0,0,0,0.03
8,1,0,0,0,0,0,0.03
9,1,0,0,0,0,0,0.03
10,1,0,0,0,0,0,0.03
11,4578,16370,1,0,0,0,0.03
12,7063,25507,67,61,0,0,0.04
13,10035,34649,222,205,1,0,0.05
14,14102,52543,454,434,1,0,0.07
15,19324,75678,1090,1068,1,0,0.13
16,24475,98660,2730,2702,1,0,0.26
17,30026,123488,7570,5234,1,0,0.73
18,35467,148040,20989,12759,1,0,2.40
19,40922,172699,42235,20733,1,0,5.53
20,46379,197272,66173,22502,1,0,9.97
21,51844,221905,106695,33779,1,0,18.33
22,57309,246543,231974,34882,1,0,42.95
23,62774,270395,479702,47193,1,0,103.00
24,68239,294352,1585511,91022,1,0,422.98
25,73704,318820,2874016,392858,1,0,1369.23
