F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.05
1,2183,2775,1,0,0,0,0.05
2,23927,82077,2,0,0,0,0.07
3,45671,161379,25,22,0,0,0.09
4,67415,240681,143,139,0,0,0.15
5,89159,319983,247,242,1,0,0.23
6,110903,399285,670,664,1,0,0.53
7,132647,478587,1148,1141,1,0,0.93
8,154391,557889,1786,1778,1,0,1.62
9,176135,637191,2663,2654,1,0,2.60
10,197879,716493,4091,4081,1,0,4.56
11,219623,795795,5620,5609,1,0,7.25
12,241367,875092,7517,7504,1,0,10.74
13,263111,954394,9836,5231,1,0,15.51
14,284855,1033696,13118,8512,1,0,27.20
15,306599,1112998,17588,12981,2,0,44.02
16,328343,1192300,21810,17202,2,0,59.37
17,350087,1271602,27455,22846,2,0,84.15
18,371831,1350904,33967,29357,2,0,114.72
19,393575,1430206,44329,20990,2,0,179.69
20,415319,1509508,57201,33861,2,0,256.53
21,437063,1588810,67957,44616,2,0,340.69
22,458807,1668112,85379,31802,2,0,482.37
23,480551,1747414,111563,57985,2,0,750.04
24,502295,1826704,135706,82126,2,0,1009.96
25,524039,1906006,160634,107053,2,0,1287.12
26,545783,1985308,207183,46313,3,0,1947.58
27,567527,2064610,273918,62260,3,0,3005.53
