F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.02
1,1,0,0,0,0,0,0.02
2,3422,10414,1,0,0,0,0.02
3,5747,18370,2,0,0,0,0.02
4,8072,26326,6,3,0,0,0.03
5,10397,34282,9,5,0,0,0.03
6,12722,42238,26,21,0,0,0.03
7,15047,50194,31,25,0,0,0.04
8,17372,58150,88,81,0,0,0.05
9,19697,66106,90,82,0,0,0.05
10,22022,74062,628,619,0,0,0.12
11,24347,82020,630,620,0,0,0.12
12,26672,89974,2407,2396,0,0,0.42
13,28997,97932,2409,2397,0,0,0.43
14,31322,105886,6562,4355,0,0,1.36
15,33647,113844,6564,4356,0,0,1.36
16,35972,121798,15642,7961,0,0,3.09
17,38297,129756,15644,7962,0,0,3.09
18,40622,137710,43022,14126,0,0,12.27
19,42947,145668,43619,14722,0,0,12.46
20,45272,153622,161793,27756,0,0,74.74
21,47597,161580,161800,27762,0,0,74.75
22,49922,169534,382159,67660,0,0,202.83
23,52247,177492,382163,67663,0,0,202.84
24,54572,185446,1041608,69091,0,0,664.43
25,56897,193404,1041617,69099,0,0,664.45
26,59222,201358,2777466,116306,0,0,2322.04
27,61547,209316,2777552,116391,0,0,2322.12
