F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.02
1,1,0,0,0,0,0,0.02
2,3420,10402,1,0,0,0,0.02
3,5742,18342,2,0,0,0,0.02
4,8064,26282,6,3,0,0,0.02
5,10386,34222,9,5,0,0,0.02
6,12708,42162,26,21,0,0,0.03
7,15030,50102,31,25,0,0,0.03
8,17352,58042,89,82,0,0,0.03
9,19674,65982,91,83,0,0,0.04
10,21996,73922,571,562,0,0,0.07
11,24318,81864,573,563,0,0,0.07
12,26640,89802,1964,1953,0,0,0.18
13,28962,97744,1971,1959,0,0,0.19
14,31284,105682,5260,3291,0,0,0.60
15,33606,113624,5262,3292,0,0,0.60
16,35928,121562,15332,8415,0,0,2.51
17,38250,129504,15334,8416,0,0,2.51
18,40572,137442,43352,14873,0,0,11.39
19,42894,145384,43356,14876,0,0,11.39
20,45216,153322,128576,35541,0,0,44.08
21,47538,161264,128581,35545,0,0,44.09
22,49860,169202,390947,65571,0,0,201.75
23,52182,177144,391612,66235,0,0,202.11
24,54504,185082,1182848,84985,0,0,801.92
25,56826,193024,1182852,84988,0,0,801.92
26,59148,200962,3420318,126888,0,0,2626.79
27,61470,208904,3420414,126983,0,0,2626.84
