F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.01
1,1,0,0,0,0,0,0.01
2,3424,10422,1,0,0,0,0.01
3,5750,18382,2,0,0,0,0.02
4,8076,26342,6,3,0,0,0.02
5,10402,34302,9,5,0,0,0.02
6,12728,42262,26,21,0,0,0.02
7,15054,50222,31,25,0,0,0.02
8,17380,58182,100,93,0,0,0.03
9,19706,66142,102,94,0,0,0.03
10,22032,74102,517,508,0,0,0.07
11,24358,82064,519,509,0,0,0.07
12,26684,90022,2262,2251,0,0,0.23
13,29010,97984,2271,2259,0,0,0.23
14,31336,105942,6995,4873,0,0,0.95
15,33662,113904,6997,4874,0,0,0.95
16,35988,121862,16196,8343,0,0,2.81
17,38314,129824,16234,8380,0,0,2.82
18,40640,137782,45633,16245,0,0,12.37
19,42966,145744,45645,16256,0,0,12.38
20,45292,153702,151671,36894,0,0,62.04
21,47618,161664,152167,37389,0,0,62.19
22,49944,169622,372190,59216,0,0,201.20
23,52270,177584,372199,59224,0,0,201.22
24,54596,185542,1258002,117640,0,0,800.52
25,56922,193504,1258012,117649,0,0,800.55
26,59248,201462,2483591,137064,0,0,1891.90
27,61574,209424,2483664,137136,0,0,1891.95
