F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.01
1,1,0,0,0,0,0,0.01
2,1,0,0,0,0,0,0.01
3,1,0,0,0,0,0,0.01
4,1,0,0,0,0,0,0.01
5,1,0,0,0,0,0,0.01
6,1377,3940,2,1,0,0,0.02
7,2705,9104,151,148,0,0,0.02
8,4169,15146,894,888,0,0,0.05
9,5633,20316,3261,1808,0,0,0.17
10,7097,26403,10801,5142,0,0,0.59
11,8561,32512,31597,16468,0,0,1.81
12,10025,38732,79887,28518,0,0,5.80
13,11489,44473,198611,30753,0,0,16.39
14,12953,50154,480697,54515,0,0,43.46
15,14417,55499,1012247,104108,0,0,105.93
16,15881,60186,2429206,143452,0,0,287.08
17,17345,66289,4220880,260698,0,0,670.73
18,18809,72182,10290546,184523,0,0,1711.08
