F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.10
1,1,0,0,0,0,0,0.10
2,1,0,0,0,1,0,0.10
3,1,0,0,0,1,0,0.10
4,1,0,0,0,1,0,0.10
5,1,0,0,0,1,0,0.10
6,1,0,0,0,2,0,0.10
7,1,0,0,0,2,0,0.10
8,1,0,0,0,2,0,0.10
9,1,0,0,0,2,0,0.10
10,1,0,0,0,3,0,0.10
11,1,0,0,0,3,0,0.10
12,1,0,0,0,3,0,0.10
13,1,0,0,0,3,0,0.10
14,1459,5183,245,186,3,0,0.11
15,1781,5707,245,186,4,0,0.11
16,3237,10783,586,471,4,0,0.12
17,3559,11307,586,471,4,0,0.12
18,5084,17126,911,795,4,0,0.14
19,5405,17650,911,795,5,0,0.14
20,8111,28972,1762289,141830,5,0,60.57
21,8432,29496,1762289,141830,5,0,60.57
22,11137,40814,7041628,236200,5,0,444.51
23,11458,41338,7041628,236200,5,0,444.51
24,14163,52656,19112740,269588,6,0,2417.16
25,14484,53180,19112740,269588,6,0,2417.16
26,17189,64498,22860114,4016961,6,0,3206.83
27,17510,65022,22860114,4016961,6,0,3206.83
