F,Var,Cla,Conf,Learn,Memory1,Memory2,Time
0,1,0,0,0,0,0,0.01
1,1,0,0,0,0,0,0.01
2,1,0,0,0,0,0,0.01
3,1,0,0,0,0,0,0.01
4,1,0,0,0,0,0,0.01
5,1,0,0,0,0,0,0.01
6,746,2151,1,0,0,0,0.01
7,1444,4857,74,72,0,0,0.02
8,2214,8063,404,400,0,0,0.03
9,2984,10774,1517,1508,0,0,0.06
10,3754,13922,5149,3383,0,0,0.18
11,4524,17160,15687,8927,0,0,0.59
12,5294,19798,41020,12313,0,0,1.50
13,6064,22873,103587,31153,0,0,4.41
14,6834,25883,238816,52565,0,0,12.03
15,7604,28969,476453,48461,0,0,28.53
16,8374,31871,1295961,113236,0,0,87.50
17,9144,34954,2742268,91728,0,0,268.31
18,9914,37956,4297301,837592,0,0,614.96
19,10684,41114,9747612,243940,0,0,1445.04
